"ID","HowToGet"
"stevedata-fakeAPI","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/fakeAPI.csv""]"
"stevedata-fakeLogit","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/fakeLogit.csv""]"
"stevedata-fakeTSCS","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/fakeTSCS.csv""]"
"stevedata-fakeTSD","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/fakeTSD.csv""]"
"stevedata-ghp100k","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/ghp100k.csv""]"
"stevedata-gss_abortion","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/gss_abortion.csv""]"
"stevedata-gss_spending","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/gss_spending.csv""]"
"stevedata-gss_wages","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/gss_wages.csv""]"
"stevedata-Guber99","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/Guber99.csv""]"
"stevedata-illiteracy30","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/illiteracy30.csv""]"
"stevedata-LOTI","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/LOTI.csv""]"
"stevedata-LTPT","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/LTPT.csv""]"
"stevedata-LTWT","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/LTWT.csv""]"
"stevedata-min_wage","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/min_wage.csv""]"
"stevedata-mm_mlda","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/mm_mlda.csv""]"
"stevedata-mm_nhis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/mm_nhis.csv""]"
"stevedata-mvprod","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/mvprod.csv""]"
"stevedata-nesarc_drinkspd","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/nesarc_drinkspd.csv""]"
"stevedata-Newhouse77","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/Newhouse77.csv""]"
"stevedata-ODGI","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/ODGI.csv""]"
"stevedata-Presidents","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/Presidents.csv""]"
"stevedata-pwt_sample","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/pwt_sample.csv""]"
"stevedata-quartets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/quartets.csv""]"
"stevedata-recessions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/recessions.csv""]"
"stevedata-SCP16","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/SCP16.csv""]"
"stevedata-sealevels","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/sealevels.csv""]"
"stevedata-so2concentrations","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/so2concentrations.csv""]"
"stevedata-steves_clothes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/steves_clothes.csv""]"
"stevedata-sugar_price","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/sugar_price.csv""]"
"stevedata-therms","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/therms.csv""]"
"stevedata-turnips","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/turnips.csv""]"
"stevedata-TV16","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/TV16.csv""]"
"stevedata-ukg_eeri","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/ukg_eeri.csv""]"
"stevedata-uniondensity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/uniondensity.csv""]"
"stevedata-usa_chn_gdp_forecasts","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/usa_chn_gdp_forecasts.csv""]"
"stevedata-usa_computers","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/usa_computers.csv""]"
"stevedata-usa_migration","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/usa_migration.csv""]"
"stevedata-usa_states","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/usa_states.csv""]"
"stevedata-usa_tradegdp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/usa_tradegdp.csv""]"
"stevedata-wvs_ccodes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/wvs_ccodes.csv""]"
"stevedata-wvs_immig","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/wvs_immig.csv""]"
"stevedata-wvs_justifbribe","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/wvs_justifbribe.csv""]"
"stevedata-wvs_usa_abortion","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/wvs_usa_abortion.csv""]"
"stevedata-wvs_usa_educat","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/wvs_usa_educat.csv""]"
"stevedata-wvs_usa_regions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/wvs_usa_regions.csv""]"
"stevedata-yugo_sales","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/stevedata/yugo_sales.csv""]"
"survival-cancer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/cancer.csv""]"
"survival-cgd","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/cgd.csv""]"
"survival-diabetic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/diabetic.csv""]"
"survival-flchain","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/flchain.csv""]"
"survival-heart","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/heart.csv""]"
"survival-logan","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/logan.csv""]"
"survival-nwtco","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/nwtco.csv""]"
"survival-pbc","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/pbc.csv""]"
"survival-retinopathy","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/retinopathy.csv""]"
"survival-rhDNase","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/rhDNase.csv""]"
"survival-solder","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/solder.csv""]"
"survival-tobin","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/tobin.csv""]"
"survival-transplant","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/transplant.csv""]"
"survival-udca","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/survival/udca.csv""]"
"texmex-liver","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/liver.csv""]"
"texmex-nidd","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/nidd.csv""]"
"texmex-portpirie","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/portpirie.csv""]"
"texmex-rain","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/rain.csv""]"
"texmex-summer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/summer.csv""]"
"texmex-wavesurge","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/wavesurge.csv""]"
"texmex-winter","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/texmex/winter.csv""]"
"tidyr-billboard","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/billboard.csv""]"
"tidyr-construction","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/construction.csv""]"
"tidyr-fish_encounters","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/fish_encounters.csv""]"
"tidyr-population","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/population.csv""]"
"tidyr-relig_income","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/relig_income.csv""]"
"tidyr-smiths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/smiths.csv""]"
"tidyr-table1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/table1.csv""]"
"tidyr-table2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/table2.csv""]"
"tidyr-table3","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/table3.csv""]"
"tidyr-table4a","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/table4a.csv""]"
"tidyr-table4b","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/table4b.csv""]"
"tidyr-table5","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/table5.csv""]"
"tidyr-us_rent_income","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/us_rent_income.csv""]"
"tidyr-who","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/who.csv""]"
"tidyr-world_bank_pop","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/tidyr/world_bank_pop.csv""]"
"vcd-Arthritis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Arthritis.csv""]"
"vcd-Baseball","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Baseball.csv""]"
"vcd-BrokenMarriage","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/BrokenMarriage.csv""]"
"vcd-Bundesliga","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Bundesliga.csv""]"
"vcd-Bundestag2005","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Bundestag2005.csv""]"
"vcd-Butterfly","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Butterfly.csv""]"
"vcd-CoalMiners","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/CoalMiners.csv""]"
"vcd-DanishWelfare","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/DanishWelfare.csv""]"
"vcd-Employment","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Employment.csv""]"
"vcd-Federalist","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Federalist.csv""]"
"vcd-Hitters","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Hitters.csv""]"
"vcd-HorseKicks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/HorseKicks.csv""]"
"vcd-Hospital","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Hospital.csv""]"
"vcd-JobSatisfaction","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/JobSatisfaction.csv""]"
"vcd-JointSports","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/JointSports.csv""]"
"vcd-Lifeboats","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Lifeboats.csv""]"
"vcd-MSPatients","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/MSPatients.csv""]"
"vcd-NonResponse","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/NonResponse.csv""]"
"vcd-OvaryCancer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/OvaryCancer.csv""]"
"vcd-PreSex","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/PreSex.csv""]"
"vcd-Punishment","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Punishment.csv""]"
"vcd-RepVict","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/RepVict.csv""]"
"vcd-Rochdale","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Rochdale.csv""]"
"vcd-Saxony","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Saxony.csv""]"
"vcd-SexualFun","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/SexualFun.csv""]"
"vcd-SpaceShuttle","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/SpaceShuttle.csv""]"
"vcd-Suicide","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Suicide.csv""]"
"vcd-Trucks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/Trucks.csv""]"
"vcd-UKSoccer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/UKSoccer.csv""]"
"vcd-VisualAcuity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/VisualAcuity.csv""]"
"vcd-VonBort","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/VonBort.csv""]"
"vcd-WeldonDice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/WeldonDice.csv""]"
"vcd-WomenQueue","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/vcd/WomenQueue.csv""]"
"Statistics-AirlinePassengerMiles","ExampleData[{""Statistics"", ""AirlinePassengerMiles""}]"
"Statistics-AirplaneGlass","ExampleData[{""Statistics"", ""AirplaneGlass""}]"
"Statistics-AnimalWeights","ExampleData[{""Statistics"", ""AnimalWeights""}]"
"Statistics-AnorexiaTreatment","ExampleData[{""Statistics"", ""AnorexiaTreatment""}]"
"Statistics-AnscombeRegressionLines","ExampleData[{""Statistics"", ""AnscombeRegressionLines""}]"
"Statistics-AustraliaAIDS","ExampleData[{""Statistics"", ""AustraliaAIDS""}]"
"Statistics-AustraliaRainfall","ExampleData[{""Statistics"", ""AustraliaRainfall""}]"
"Statistics-Baboon","ExampleData[{""Statistics"", ""Baboon""}]"
"Statistics-BatchChemicalProcessYields","ExampleData[{""Statistics"", ""BatchChemicalProcessYields""}]"
"Statistics-BeaverBodyTemperatures","ExampleData[{""Statistics"", ""BeaverBodyTemperatures""}]"
"Statistics-BelgianCalls","ExampleData[{""Statistics"", ""BelgianCalls""}]"
"Statistics-BiochemicalOxygenDemand","ExampleData[{""Statistics"", ""BiochemicalOxygenDemand""}]"
"Statistics-BirthWeightRisk","ExampleData[{""Statistics"", ""BirthWeightRisk""}]"
"Statistics-BlackCherryTrees","ExampleData[{""Statistics"", ""BlackCherryTrees""}]"
"Statistics-BoforsSteel","ExampleData[{""Statistics"", ""BoforsSteel""}]"
"Statistics-BoilingAlps","ExampleData[{""Statistics"", ""BoilingAlps""}]"
"Statistics-BoneMarrowLeukemia","ExampleData[{""Statistics"", ""BoneMarrowLeukemia""}]"
"Statistics-BoneMarrowTransplants","ExampleData[{""Statistics"", ""BoneMarrowTransplants""}]"
"Statistics-BostonHomes","ExampleData[{""Statistics"", ""BostonHomes""}]"
"Statistics-BuffaloSnow","ExampleData[{""Statistics"", ""BuffaloSnow""}]"
"Statistics-Cabbages","ExampleData[{""Statistics"", ""Cabbages""}]"
"Statistics-CarStoppingDistances","ExampleData[{""Statistics"", ""CarStoppingDistances""}]"
"Statistics-CementHeat","ExampleData[{""Statistics"", ""CementHeat""}]"
"Statistics-CeramicStrength","ExampleData[{""Statistics"", ""CeramicStrength""}]"
"Statistics-ChanningHouse","ExampleData[{""Statistics"", ""ChanningHouse""}]"
"Statistics-ChemicalProcessConcentrations","ExampleData[{""Statistics"", ""ChemicalProcessConcentrations""}]"
"Statistics-ChemicalProcessTemperatures","ExampleData[{""Statistics"", ""ChemicalProcessTemperatures""}]"
"Statistics-ChemicalProcessViscosityReadings","ExampleData[{""Statistics"", ""ChemicalProcessViscosityReadings""}]"
"Statistics-ChickenWeight","ExampleData[{""Statistics"", ""ChickenWeight""}]"
"Statistics-CopperLevels","ExampleData[{""Statistics"", ""CopperLevels""}]"
"Statistics-CosmeticDeterioration","ExampleData[{""Statistics"", ""CosmeticDeterioration""}]"
"Statistics-CPUPerformance","ExampleData[{""Statistics"", ""CPUPerformance""}]"
"Statistics-CrabMeasures","ExampleData[{""Statistics"", ""CrabMeasures""}]"
"Statistics-Cushings","ExampleData[{""Statistics"", ""Cushings""}]"
"Statistics-CyrtoideaeLength","ExampleData[{""Statistics"", ""CyrtoideaeLength""}]"
"Statistics-DenmarkMelanoma","ExampleData[{""Statistics"", ""DenmarkMelanoma""}]"
"Statistics-DNaseAssay","ExampleData[{""Statistics"", ""DNaseAssay""}]"
"Statistics-EarthquakeWaitingTimes","ExampleData[{""Statistics"", ""EarthquakeWaitingTimes""}]"
"Statistics-EconomicFluctuation","ExampleData[{""Statistics"", ""EconomicFluctuation""}]"
"Statistics-EmployeeAttitude","ExampleData[{""Statistics"", ""EmployeeAttitude""}]"
"Statistics-EsophagealCancer","ExampleData[{""Statistics"", ""EsophagealCancer""}]"
"Statistics-FatigueLifeFailures","ExampleData[{""Statistics"", ""FatigueLifeFailures""}]"
"Statistics-FemaleHeightsAndWeights","ExampleData[{""Statistics"", ""FemaleHeightsAndWeights""}]"
"Statistics-FiberStrength","ExampleData[{""Statistics"", ""FiberStrength""}]"
"Statistics-FisherCats","ExampleData[{""Statistics"", ""FisherCats""}]"
"Statistics-FisherIris","ExampleData[{""Statistics"", ""FisherIris""}]"
"Statistics-FlyAsh","ExampleData[{""Statistics"", ""FlyAsh""}]"
"Statistics-Formaldehyde","ExampleData[{""Statistics"", ""Formaldehyde""}]"
"Statistics-GAGUrineLevels","ExampleData[{""Statistics"", ""GAGUrineLevels""}]"
"Statistics-GalaxyVelocity","ExampleData[{""Statistics"", ""GalaxyVelocity""}]"
"Statistics-GasFurnaceData","ExampleData[{""Statistics"", ""GasFurnaceData""}]"
"Statistics-GilgaiSoil","ExampleData[{""Statistics"", ""GilgaiSoil""}]"
"Statistics-GreatBritanAutoDeaths","ExampleData[{""Statistics"", ""GreatBritanAutoDeaths""}]"
"Statistics-GuineaPigToothGrowth","ExampleData[{""Statistics"", ""GuineaPigToothGrowth""}]"
"Statistics-Hodgkins","ExampleData[{""Statistics"", ""Hodgkins""}]"
"Statistics-IBMStockClosingPrices","ExampleData[{""Statistics"", ""IBMStockClosingPrices""}]"
"Statistics-IndomethicinPharmacokinetics","ExampleData[{""Statistics"", ""IndomethicinPharmacokinetics""}]"
"Statistics-InternationalAirlinePassengers","ExampleData[{""Statistics"", ""InternationalAirlinePassengers""}]"
"Statistics-KaleDDT","ExampleData[{""Statistics"", ""KaleDDT""}]"
"Statistics-KidneyInfection","ExampleData[{""Statistics"", ""KidneyInfection""}]"
"Statistics-KidneyTransplant","ExampleData[{""Statistics"", ""KidneyTransplant""}]"
"Statistics-LakeMeadLevels","ExampleData[{""Statistics"", ""LakeMeadLevels""}]"
"Statistics-LarynxCancer","ExampleData[{""Statistics"", ""LarynxCancer""}]"
"Statistics-LifeCycleSavings","ExampleData[{""Statistics"", ""LifeCycleSavings""}]"
"Statistics-LoblollyTreeGrowth","ExampleData[{""Statistics"", ""LoblollyTreeGrowth""}]"
"Statistics-LosAngelesOzoneReadings","ExampleData[{""Statistics"", ""LosAngelesOzoneReadings""}]"
"Statistics-MahanadiRiverFlow","ExampleData[{""Statistics"", ""MahanadiRiverFlow""}]"
"Statistics-MarkTwainAuthorship","ExampleData[{""Statistics"", ""MarkTwainAuthorship""}]"
"Statistics-MercuryVaporPressure","ExampleData[{""Statistics"", ""MercuryVaporPressure""}]"
"Statistics-MinkFurSales","ExampleData[{""Statistics"", ""MinkFurSales""}]"
"Statistics-MotorFailures","ExampleData[{""Statistics"", ""MotorFailures""}]"
"Statistics-NewcombLightSpeed","ExampleData[{""Statistics"", ""NewcombLightSpeed""}]"
"Statistics-NickelContent","ExampleData[{""Statistics"", ""NickelContent""}]"
"Statistics-OldFaithful","ExampleData[{""Statistics"", ""OldFaithful""}]"
"Statistics-OrangeTreeGrowth","ExampleData[{""Statistics"", ""OrangeTreeGrowth""}]"
"Statistics-OtitisMedia","ExampleData[{""Statistics"", ""OtitisMedia""}]"
"Statistics-OzoneConcentrations","ExampleData[{""Statistics"", ""OzoneConcentrations""}]"
"Statistics-PlantGrowth","ExampleData[{""Statistics"", ""PlantGrowth""}]"
"Statistics-Psychiatric","ExampleData[{""Statistics"", ""Psychiatric""}]"
"Statistics-PuromycinReactionVelocity","ExampleData[{""Statistics"", ""PuromycinReactionVelocity""}]"
"Statistics-QuarterlyRevenue","ExampleData[{""Statistics"", ""QuarterlyRevenue""}]"
"Statistics-RainfallSeeding","ExampleData[{""Statistics"", ""RainfallSeeding""}]"
"Statistics-RiverLengths","ExampleData[{""Statistics"", ""RiverLengths""}]"
"Statistics-ScientificDiscoveries","ExampleData[{""Statistics"", ""ScientificDiscoveries""}]"
"Statistics-ScottishHillRaces","ExampleData[{""Statistics"", ""ScottishHillRaces""}]"
"Statistics-SingerHeights","ExampleData[{""Statistics"", ""SingerHeights""}]"
"Statistics-SoporificDrugs","ExampleData[{""Statistics"", ""SoporificDrugs""}]"
"Statistics-SP500","ExampleData[{""Statistics"", ""SP500""}]"
"Statistics-SpeedOfLight","ExampleData[{""Statistics"", ""SpeedOfLight""}]"
"Statistics-StacklossPlant","ExampleData[{""Statistics"", ""StacklossPlant""}]"
"Statistics-SwissBankNotes","ExampleData[{""Statistics"", ""SwissBankNotes""}]"
"Statistics-SwissFertility","ExampleData[{""Statistics"", ""SwissFertility""}]"
"Statistics-Terrorism","ExampleData[{""Statistics"", ""Terrorism""}]"
"Statistics-TimeToAIDS","ExampleData[{""Statistics"", ""TimeToAIDS""}]"
"Statistics-TopOilFields2001","ExampleData[{""Statistics"", ""TopOilFields2001""}]"
